Code,Name,Type,Latitude,Longitude,Sector,State,Childbirths 2012,Childbirths 2013,Childbirths 2014,Childbirths 2015,Childbirths 2016,Childbirths 2017,Childbirths 2018,Childbirths 2019,Childbirths 2020,Childbirths 2021,Childbirths total
H0229,Morisset Hospital,Hospital,-33.128549,151.512816,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H0230,Hunter New England Mental Health Service,Hospital,-32.897873,151.720669,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H0231,Kenmore Hospital,Hospital,-34.721253,149.751344,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H0233,Western District Health Service [Hamilton],Hospital,-37.736495,142.030606,Public,Victoria,209,205,199,190,176,165,149,127,140,162,1722
H0234,Western District Health Service [Penshurst],Hospital,-37.877275,142.282487,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0235,Colac Area Health,Hospital,-38.341201,143.582854,Public,Victoria,211,178,176,182,166,142,124,122,133,125,1559
H0236,Hesse Rural Health Service [Winchelsea],Hospital,-38.243369,143.985357,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0237,Otway Health & Community Services [Apollo Bay],Hospital,-38.753853,143.664264,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0238,University Hospital Geelong,Hospital,-38.151533,144.364964,Public,Victoria,2251,2359,2381,2389,2421,2484,2521,2561,2692,2763,24822
H0239,Casterton Memorial Hospital,Hospital,-37.589989,141.392283,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0240,Western District Health Service [Coleraine],Hospital,-37.599913,141.692018,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0241,South West Healthcare [Warrnambool],Hospital,-38.380085,142.472977,Public,Victoria,735,734,724,742,702,672,701,704,726,731,7171
H0242,Beaufort & Skipton Health Service [Skipton],Hospital,-37.683998,143.367547,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0243,Heywood Rural Health,Hospital,-38.137788,141.624256,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0244,Timboon & District Healthcare Service,Hospital,-38.486231,142.976717,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0245,Moyne Health Services [Port Fairy],Hospital,-38.381599,142.227523,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0246,Portland District Health,Hospital,-38.340713,141.606087,Public,Victoria,34,28,45,70,66,58,67,75,79,66,588
H0247,Lorne Community Hospital,Hospital,-38.545513,143.980743,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0248,The McKellar Centre,Hospital,-38.118795,144.335728,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0249,South West Healthcare [Camperdown],Hospital,-38.237101,143.137714,Public,Victoria,45,42,40,32,28,34,31,28,27,32,339
H0250,Terang & Mortlake Health Service [Terang],Hospital,-38.239388,142.902119,Public,Victoria,36,30,24,21,20,27,27,22,12,3,222
H0251,East Grampians Health Service [Ararat],Hospital,-37.278816,142.932858,Public,Victoria,135,117,104,110,114,102,99,98,102,111,1092
H0252,East Grampians Health Service [Willaura],Hospital,-37.544798,142.74587,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0253,Rural Northwest Health [Warracknabeal],Hospital,-36.252614,142.381609,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0254,Rural Northwest Health [Hopetoun],Hospital,-35.732201,142.366411,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0255,Ballarat Health Services [Base Hospital],Hospital,-37.559658,143.847041,Public,Victoria,1312,1327,1348,1386,1394,1399,1450,1439,1459,1490,14004
H0256,Ballarat Health Services [Queen Elizabeth Campus],Hospital,-37.564276,143.843264,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0257,Wimmera Base Hospital [Horsham],Hospital,-36.712441,142.208522,Public,Victoria,369,370,368,370,337,319,316,298,281,285,3313
H0258,West Wimmera Health Service [Rupanyup],Hospital,-36.636571,142.631849,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0259,Stawell Regional Health,Hospital,-37.059577,142.781603,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0260,West Wimmera Health Service [Nhill],Hospital,-36.334003,141.655579,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0261,West Wimmera Health Service [Kaniva],Hospital,-36.381386,141.246006,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0262,West Wimmera Health Service [Jeparit],Hospital,-36.141132,141.984686,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0263,West Wimmera Health Service [Rainbow],Hospital,-35.903874,141.995112,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0264,East Wimmera Health Service [St Arnaud],Hospital,-36.609275,143.246676,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0265,Djerriwarrh Health Service [Bacchus Marsh],Hospital,-37.678267,144.433264,Public,Victoria,959,947,852,724,519,430,491,482,416,455,6275
H0266,Beaufort & Skipton Health Service [Beaufort],Hospital,-37.431028,143.382284,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0267,Dimboola District Hospital,Hospital,-36.449887,142.024286,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0268,Edenhope and District Memorial Hospital,Hospital,-37.035323,141.288829,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0269,Melton Health,Hospital,-37.686449,144.558284,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0270,Daylesford District Hospital,Hospital,-37.337365,144.145774,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0271,Creswick District Hospital,Hospital,-37.421192,143.891533,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0272,The Bendigo Hospital,Hospital,-36.748727,144.283372,Public,Victoria,1222,1290,1328,1325,1375,1426,1490,1577,1688,1780,14501
H0273,Bendigo Health Care Group [Anne Caudle],Hospital,-36.750919,144.280399,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0274,Goulburn Valley Health [Waranga],Hospital,-36.587827,145.008593,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0275,Kyabram & District Health Service,Hospital,-36.315539,145.042705,Public,Victoria,21,22,11,0,0,0,0,0,0,0,54
H0276,Kyneton District Health Service,Hospital,-37.254431,144.469742,Public,Victoria,69,64,55,41,31,30,27,16,3,0,336
H0277,Heathcote Health,Hospital,-36.925786,144.709499,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0278,Maryborough District Health Service [Maryborough],Hospital,-37.044781,143.737692,Public,Victoria,96,78,78,81,73,69,59,48,36,30,648
H0279,Maryborough District Health Service [Dunolly],Hospital,-36.855269,143.735139,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0280,Swan Hill District Health [Swan Hill],Hospital,-35.340588,143.556514,Public,Victoria,265,244,217,238,251,223,188,176,183,169,2154
H0281,Swan Hill District Health [Nyah],Hospital,-35.186052,143.355428,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0282,East Wimmera Health Service [Wycheproof],Hospital,-36.078447,143.233779,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0283,Cohuna District Hospital,Hospital,-35.800063,144.214911,Public,Victoria,51,56,50,53,51,49,52,40,33,16,451
H0284,Echuca Regional Health,Hospital,-36.138186,144.748369,Public,Victoria,324,335,310,341,354,366,394,387,408,438,3657
H0285,Kerang District Health,Hospital,-35.724287,143.916563,Public,Victoria,56,48,38,14,0,0,0,0,0,0,156
H0286,Mildura Base Hospital,Hospital,-34.185634,142.143348,Public,Victoria,879,871,881,871,882,869,843,843,831,825,8595
H0287,Mallee Track Health & Community Service [Ouyen],Hospital,-35.074349,142.312345,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0288,Maldon Hospital,Hospital,-36.992672,144.063677,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0289,Manangatang & District Hospital,Hospital,-35.050955,142.880512,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0290,Boort District Health,Hospital,-36.111703,143.727285,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0291,Robinvale District Health Services,Hospital,-34.584146,142.781367,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0292,Rochester & Elmore District Health Service,Hospital,-36.366579,144.697751,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0293,East Wimmera Health Service [Donald],Hospital,-36.366895,142.976583,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0294,Inglewood & District Health Service,Hospital,-36.572147,143.873755,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0295,East Wimmera Health Service [Birchip],Hospital,-35.980167,142.915891,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0296,East Wimmera Health Service [Charlton],Hospital,-36.271037,143.345889,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0297,Castlemaine Health,Hospital,-37.052539,144.212315,Public,Victoria,65,67,61,65,57,43,43,43,25,22,491
H0298,Goulburn Valley Health [Shepparton],Hospital,-36.363625,145.404911,Public,Victoria,1198,1168,1171,1126,1049,1067,1063,982,923,884,10631
H0299,Goulburn Valley Health [Tatura],Hospital,-36.439082,145.225535,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0300,Northeast Health Wangaratta,Hospital,-36.354035,146.313889,Public,Victoria,573,559,570,588,635,663,662,680,697,726,6353
H0301,Tallangatta Health Service,Hospital,-36.213705,147.183709,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0302,Albury Wodonga Health [Wodonga Campus],Hospital,-36.131791,146.879417,Public,Victoria,1632,1658,1644,1666,1641,1618,1630,1620,1634,1661,16404
H0303,Yarrawonga Health,Hospital,-36.011547,146.006584,Public,Victoria,82,71,64,57,47,35,29,22,9,0,416
H0304,Alpine Health [Myrtleford],Hospital,-36.554525,146.728795,Public,Victoria,5,9,3,0,0,0,0,0,0,0,17
H0305,Alpine Health [Bright],Hospital,-36.732701,146.965924,Public,Victoria,7,3,4,4,0,0,0,0,0,0,18
H0306,Alpine Health [Mount Beauty],Hospital,-36.743354,147.169359,Public,Victoria,2,0,0,0,0,0,0,0,0,0,2
H0307,Corryong Health,Hospital,-36.198711,147.902798,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0308,Seymour District Memorial Hospital,Hospital,-37.018384,145.138771,Public,Victoria,159,119,46,5,0,0,0,0,0,0,329
H0309,Mansfield District Hospital,Hospital,-37.057574,146.086149,Public,Victoria,80,81,77,78,80,68,53,57,62,58,694
H0310,Alexandra District Hospital,Hospital,-37.195065,145.716143,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0311,Numurkah & District Health Service,Hospital,-36.100001,145.443695,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0312,The Kilmore & District Hospital,Hospital,-37.301794,144.957915,Public,Victoria,195,199,209,251,274,254,247,224,216,230,2299
H0313,Yea & District Memorial Hospital,Hospital,-37.213634,145.430724,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0314,Nathalia District Hospital,Hospital,-36.054754,145.204324,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0315,Benalla Health,Hospital,-36.555239,145.994675,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0316,Beechworth Health Service,Hospital,-36.349359,146.690739,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0317,Cobram District Health,Hospital,-35.916273,145.651029,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0318,Bairnsdale Regional Health Service,Hospital,-37.830814,147.607905,Public,Victoria,330,325,335,356,346,332,322,301,305,301,3253
H0319,West Gippsland Healthcare Group [Warragul],Hospital,-38.173009,145.926804,Public,Victoria,923,968,950,955,898,868,895,884,916,952,9209
H0320,Bass Coast Health,Hospital,-38.608747,145.580906,Public,Victoria,197,198,196,176,155,133,139,144,133,161,1632
H0321,Yarram & District Health Service,Hospital,-38.556975,146.678316,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0322,Omeo District Health,Hospital,-37.098142,147.597321,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0323,Central Gippsland Health Service [Sale],Hospital,-38.108408,147.080637,Public,Victoria,505,476,461,451,445,430,408,376,378,419,4349
H0324,Gippsland Southern Health Service - Korumburra,Hospital,-38.430328,145.828249,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0325,Gippsland Southern Health Service - Leongatha,Hospital,-38.487171,145.950343,Public,Victoria,197,191,199,213,211,200,188,169,189,197,1954
H0326,Latrobe Regional Hospital [Traralgon],Hospital,-38.218475,146.471335,Public,Victoria,887,857,814,813,840,832,825,836,878,871,8453
H0327,Central Gippsland Health Service [Maffra],Hospital,-37.961032,146.983487,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0328,South Gippsland Hospital [Foster],Hospital,-38.658319,146.207031,Public,Victoria,83,84,82,75,54,50,55,61,67,64,675
H0329,Orbost Regional Health,Hospital,-37.701844,148.464957,Public,Victoria,23,22,22,22,15,3,0,0,0,0,107
H0330,Box Hill Hospital,Hospital,-37.813682,145.119094,Public,Victoria,2282,2352,2379,2499,2673,2661,2601,2556,2489,2748,25240
H0331,Monash Medical Centre [Clayton],Hospital,-37.921176,145.123128,Public,Victoria,3524,3655,3690,3879,4092,4033,3973,3919,3883,3816,38464
H0332,Maroondah Hospital [East Ringwood],Hospital,-37.806884,145.254535,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0333,Angliss Hospital,Hospital,-37.898663,145.314166,Public,Victoria,2196,2153,2175,2253,2273,2215,2202,2242,2259,1867,21835
H0334,St George's Health Service- Aged Care,Hospital,-37.809085,145.052585,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0335,Caritas Christi Hospice [Kew],Hospital,-37.804706,145.015557,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0336,Mercy Health - O'Connell Family Centre,Hospital,-37.816688,145.061729,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0337,The Peter James Centre [East Burwood],Hospital,-37.852712,145.164542,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0338,Wantirna Health,Hospital,-37.848525,145.225902,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0339,Royal Talbot Rehabilitation Centre [Kew],Hospital,-37.789522,145.023715,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0340,Healesville Hospital and Yarra Valley Health,Hospital,-37.646879,145.529032,Public,Victoria,23,4,0,0,0,0,0,0,0,0,27
H0341,Yarra Ranges Health,Hospital,-37.756319,145.351204,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0342,Monash Medical Centre [Moorabbin],Hospital,-37.920697,145.063197,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0343,Rosebud Hospital,Hospital,-38.362168,144.884899,Public,Victoria,0,0,0,0,0,0,0,0,0,4,4
H0344,Sandringham Hospital,Hospital,-37.961049,145.018157,Public,Victoria,1287,899,207,0,0,0,0,0,0,0,2393
H0345,Caulfield Hospital,Hospital,-37.882707,145.016892,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0346,Kooweerup Regional Health Service,Hospital,-38.200653,145.484433,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0347,Kingston Centre [Cheltenham],Hospital,-37.955018,145.078969,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0348,Dandenong Hospital,Hospital,-37.976459,145.218529,Public,Victoria,2587,2569,2543,2589,2659,2686,2667,2649,2547,2493,25989
H0349,Cranbourne Integrated Care Centre,Hospital,-38.113312,145.280832,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0350,Frankston Hospital,Hospital,-38.150791,145.128428,Public,Victoria,2548,2585,2640,2711,2815,2884,2882,2908,2985,2916,27874
H0351,Calvary Health Care Bethlehem,Hospital,-37.896962,145.013415,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0352,Queen Elizabeth Centre [Noble Park],Hospital,-37.972053,145.178285,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0353,Casey Hospital,Hospital,-38.045325,145.347181,Public,Victoria,1445,1598,1901,2055,2142,2259,2374,2454,2517,2553,21298
H0356,Golf Links Road Rehabilitation Centre,Hospital,-38.173447,145.149769,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0357,The Mornington Centre,Hospital,-38.230174,145.041697,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0358,The Alfred,Hospital,-37.846087,144.981937,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0359,Austin Hospital [Heidelberg],Hospital,-37.756355,145.060236,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0360,Heidelberg Repatriation Hospital [Heidelberg West],Hospital,-37.755973,145.04749,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0361,Bundoora Extended Care Centre,Hospital,-37.701124,145.055569,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0362,Mercy Hospital for Women,Hospital,-37.756075,145.061008,Public,Victoria,5768,5829,5778,5721,5827,5739,5609,5704,5767,5616,57358
H0363,Western Hospital [Footscray],Hospital,-37.792298,144.887191,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0364,Royal Children's Hospital [Parkville],Hospital,-37.794997,144.950859,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0366,Royal Women's Hospital [Parkville],Hospital,-37.798772,144.954825,Public,Victoria,7119,7070,7108,7375,7537,7538,7517,7524,7430,7135,73353
H0367,The Royal Victorian Eye & Ear Hospital,Hospital,-37.808978,144.976245,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0368,The Northern Hospital [Epping],Hospital,-37.653417,145.014381,Public,Victoria,2822,3083,3278,3463,3535,3626,3667,3500,3323,3274,33571
H0369,Werribee Mercy Hospital,Hospital,-37.886587,144.698621,Public,Victoria,2170,2462,2919,3408,3718,3810,3858,3845,3814,3743,33747
H0370,Orygen Inpatient Unit,Hospital,-37.791926,144.886617,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0371,Royal Melbourne Hospital [City Campus],Hospital,-37.799259,144.956864,Public,Victoria,3,6,2,0,4,4,0,4,4,0,27
H0372,Royal Melbourne Hospital [Royal Park Campus],Hospital,-37.778813,144.948049,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0373,Sunshine Hospital,Hospital,-37.759179,144.816477,Public,Victoria,4892,5202,5124,5188,5323,5451,5558,5808,6291,6509,55346
H0374,St Vincent's Hospital [Melbourne],Hospital,-37.806545,144.975231,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0375,Williamstown Hospital,Hospital,-37.863576,144.892339,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0376,Peter MacCallum Cancer Centre,Hospital,-37.80001,144.956607,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0377,Tweddle Child & Family Health Centre [Footscray],Hospital,-37.797407,144.887421,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0378,Sunbury Day Hospital,Hospital,-37.576998,144.732674,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0379,Broadmeadows Health Service,Hospital,-37.684321,144.913106,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0380,Craigieburn Health Service,Hospital,-37.596015,144.91928,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0381,The Royal Dental Hospital of Melbourne,Hospital,-37.799299,144.964529,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0382,Albury Wodonga Health [Albury Campus],Hospital,-36.078401,146.939146,Public,New South Wales,0,0,0,0,0,0,0,0,0,0,0
H0383,Victorian Institute of Forensic Mental Health,Hospital,-37.78931,145.012975,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0384,Victorian Institute of Forensic Mental Health Prison Health Service,Hospital,-37.812763,144.950757,Public,Victoria,0,0,0,0,0,0,0,0,0,0,0
H0385,Mater Adult Hospital,Hospital,-27.485488,153.028103,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0387,Mater Mothers' Hospital,Hospital,-27.485436,153.027001,Public,Queensland,5259,5413,5619,5971,6068,6051,6060,6049,6068,5994,58552
H0388,The Prince Charles Hospital,Hospital,-27.390497,153.021955,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0390,Princess Alexandra Hospital,Hospital,-27.499402,153.033542,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0391,Ipswich Hospital,Hospital,-27.619465,152.759313,Public,Queensland,2792,2871,2776,2630,2506,2546,2639,2623,2596,2638,26617
H0392,Redcliffe Hospital,Hospital,-27.228269,153.105245,Public,Queensland,1700,1692,1666,1654,1659,1624,1629,1604,1560,1563,16351
H0393,Ellen Barron Family Centre,Hospital,-27.385905,153.025152,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0394,Queen Elizabeth II Jubilee Hospital,Hospital,-27.559673,153.048852,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0397,Redland Hospital,Hospital,-27.539992,153.251379,Public,Queensland,2105,1967,1831,1798,1792,1786,1793,1751,1786,1873,18482
H0398,Logan Hospital,Hospital,-27.670169,153.141732,Public,Queensland,3506,3478,3349,3237,3261,3330,3461,3544,3612,3745,34523
H0399,Caboolture Hospital,Hospital,-27.080776,152.963623,Public,Queensland,2100,2051,1969,1937,1930,1851,1849,1867,1877,1954,19385
H0400,Beaudesert Hospital,Hospital,-27.984869,153.002536,Public,Queensland,0,31,118,173,193,231,274,311,319,306,1956
H0401,Boonah Hospital,Hospital,-27.999128,152.678943,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0402,Caloundra Hospital,Hospital,-26.800582,153.119759,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0403,Esk Hospital,Hospital,-27.240398,152.418179,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0404,Gatton Hospital,Hospital,-27.566778,152.276269,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0405,Kilcoy Hospital,Hospital,-26.941009,152.561495,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0406,Laidley Hospital,Hospital,-27.632725,152.400015,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0407,Maleny Hospital,Hospital,-26.754893,152.844972,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0408,Nambour General Hospital,Hospital,-26.621659,152.952249,Public,Queensland,2269,2364,2444,2502,2240,953,0,0,0,0,12772
H0409,Gold Coast University Hospital,Hospital,-27.958896,153.381173,Public,Queensland,3572,3956,4432,4735,4929,5032,5029,5060,5240,5343,47328
H0410,Biggenden Hospital,Hospital,-25.506406,152.051099,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0411,Bundaberg Base Hospital,Hospital,-24.868877,152.336157,Public,Queensland,1101,1115,1078,1048,1007,992,993,947,943,995,10219
H0412,Cherbourg Hospital,Hospital,-26.291519,151.956324,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0413,Childers Hospital,Hospital,-25.239416,152.273286,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0414,Eidsvold Hospital,Hospital,-25.382639,151.125494,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0415,Gayndah Hospital,Hospital,-25.631384,151.604531,Public,Queensland,0,2,2,0,0,0,0,0,0,0,4
H0416,Gin Gin Hospital,Hospital,-24.985707,151.953449,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0417,Gympie Hospital,Hospital,-26.184353,152.658258,Public,Queensland,356,355,358,345,334,315,300,303,295,292,3253
H0418,Hervey Bay Hospital,Hospital,-25.298697,152.820639,Public,Queensland,1028,978,952,926,854,814,807,800,811,851,8821
H0419,Kingaroy Hospital,Hospital,-26.532454,151.838307,Public,Queensland,404,404,397,366,335,313,296,306,295,286,3402
H0420,Maryborough Hospital,Hospital,-25.522131,152.689855,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0421,Monto Hospital,Hospital,-24.866424,151.112501,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0423,Mundubbera Hospital,Hospital,-25.587619,151.293282,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0424,Murgon Hospital,Hospital,-26.239075,151.950702,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0425,Nanango Hospital,Hospital,-26.666405,152.007833,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0426,Wondai Hospital,Hospital,-26.323335,151.878658,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0427,Chinchilla Hospital,Hospital,-26.741337,150.634939,Public,Queensland,34,30,40,57,61,43,20,3,2,5,295
H0428,Dalby Hospital,Hospital,-27.167153,151.278905,Public,Queensland,265,253,253,207,172,203,235,227,248,266,2329
H0429,Goondiwindi Hospital,Hospital,-28.547951,150.302302,Public,Queensland,98,89,103,103,95,100,110,116,108,102,1024
H0430,Inglewood Hospital,Hospital,-28.417647,151.061856,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0431,Jandowae Hospital,Hospital,-26.781016,151.105313,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0432,Miles Hospital,Hospital,-26.658236,150.191023,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0433,Millmerran Hospital,Hospital,-27.878928,151.26267,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0434,Oakey Hospital,Hospital,-27.424079,151.719088,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0435,Stanthorpe Hospital,Hospital,-28.660927,151.928397,Public,Queensland,129,124,118,119,118,103,87,79,88,93,1058
H0436,Tara Hospital,Hospital,-27.273674,150.456368,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0437,Taroom Hospital,Hospital,-25.638818,149.798669,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0438,Texas Hospital,Hospital,-28.855978,151.179481,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0439,Toowoomba Hospital,Hospital,-27.569872,151.944433,Public,Queensland,1914,1949,1916,1963,2000,1994,1990,1964,1987,1997,19674
H0440,Warwick Hospital,Hospital,-28.224275,152.017983,Public,Queensland,198,192,190,193,182,155,161,179,167,158,1775
H0441,Augathella Hospital,Hospital,-25.796104,146.590919,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0442,Charleville Hospital,Hospital,-26.410455,146.239228,Public,Queensland,49,48,49,53,53,45,43,55,50,47,492
H0443,Cunnamulla Hospital,Hospital,-28.071658,145.690405,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0444,Dirranbandi Hospital,Hospital,-28.579349,148.229159,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0445,Injune Hospital,Hospital,-25.847096,148.562471,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0446,Mitchell Hospital,Hospital,-26.489913,147.972493,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0447,Mungindi Hospital,Hospital,-28.972817,148.989061,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0448,Quilpie Hospital,Hospital,-26.616519,144.274617,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0449,Roma Hospital,Hospital,-26.568828,148.775846,Public,Queensland,158,164,160,145,129,128,134,127,130,154,1429
H0450,St George Hospital Qld,Hospital,-28.0272,148.592683,Public,Queensland,59,53,50,51,49,48,43,34,35,40,462
H0451,Surat Hospital,Hospital,-27.156595,149.063787,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0452,Alpha Hospital,Hospital,-23.649039,146.632962,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
